threshold,precision,recall,f1
2.0608744e-07,0.0017204452090867595,1.0,0.00343498072170406
2.4321736e-07,0.0017204754130018785,1.0,0.003435040922210934
2.8709655e-07,0.001720505617977528,1.0,0.003435101124827959
2.8786363e-07,0.0017205358240137644,1.0,0.003435161329555246
3.5888777e-07,0.001720566031110643,1.0,0.0034352215363929062
3.8207045e-07,0.0017205962392682198,1.0,0.003435281745341051
3.825948e-07,0.0017206264484865511,1.0,0.0034353419563997907
3.8459072e-07,0.0017206566587656923,1.0,0.003435402169569237
4.0912852e-07,0.0017206868701056994,1.0,0.0034354623848495
4.2902025e-07,0.0017207170825066283,1.0,0.0034355226022406912
4.3326307e-07,0.001720747295968535,1.0,0.003435582821742921
4.391975e-07,0.0017207775104914752,1.0,0.003435643043356302
4.5329733e-07,0.0017208077260755048,1.0,0.0034357032670809433
4.563196e-07,0.00172083794272068,1.0,0.0034357634929169573
4.581637e-07,0.0017208681604270564,1.0,0.0034358237208644547
4.6097787e-07,0.0017208983791946898,1.0,0.0034358839509235455
4.8205504e-07,0.0017209285990236365,1.0,0.003435944183094343
4.835492e-07,0.0017209588199139521,1.0,0.003436004417376956
5.1273304e-07,0.0017209890418656926,1.0,0.003436064653771496
5.439962e-07,0.001721019264878914,1.0,0.0034361248922780752
5.486038e-07,0.0017210494889536721,1.0,0.0034361851328968034
5.687205e-07,0.001721079714090023,1.0,0.0034362453756277924
5.730706e-07,0.0017211099402880225,1.0,0.003436305620471154
6.1066146e-07,0.0017211703958691911,1.0,0.0034364261164954355
6.119148e-07,0.001721200625252472,1.0,0.0034364863676765787
6.1804366e-07,0.0017212308556976254,1.0,0.0034365466209705384
6.2231203e-07,0.0017212610872047072,1.0,0.0034366068763774255
6.3012766e-07,0.0017212913197737732,1.0,0.0034366671338973507
6.383451e-07,0.0017213215534048795,1.0,0.0034367273935304254
6.4347626e-07,0.0017213517880980819,1.0,0.003436787655276761
6.4416395e-07,0.0017213820238534366,1.0,0.0034368479191364686
6.478796e-07,0.0017214122606709994,1.0,0.0034369081851096596
6.483394e-07,0.0017214424985508264,1.0,0.003436968453196445
6.544441e-07,0.0017214727374929735,1.0,0.003437028723396936
6.558667e-07,0.0017215029774974968,1.0,0.003437088995711244
6.641905e-07,0.001721533218564452,1.0,0.0034371492701394794
6.730973e-07,0.0017215634606938955,1.0,0.003437209546681754
6.813401e-07,0.001721593703885883,1.0,0.0034372698253381795
6.9105533e-07,0.0017216239481404705,1.0,0.003437330106108866
7.015236e-07,0.001721654193457714,1.0,0.0034373903889939263
7.0307277e-07,0.0017216844398376698,1.0,0.00343745067399347
7.068969e-07,0.0017217449357859415,1.0,0.0034375712503364555
7.201322e-07,0.0017217751853543695,1.0,0.003437631541680119
7.2808746e-07,0.0017218054359857337,1.0,0.0034376918351387126
7.441539e-07,0.0017218356876800899,1.0,0.003437752130712346
7.451368e-07,0.0017218659404374945,1.0,0.0034378124284011316
7.4759384e-07,0.0017218961942580032,1.0,0.003437872728205179
7.5079043e-07,0.0017219264491416723,1.0,0.003437933030124602
7.5318e-07,0.0017219567050885578,1.0,0.0034379933341595107
7.574132e-07,0.0017219869620987156,1.0,0.0034380536403100155
7.5915165e-07,0.0017220172201722018,1.0,0.0034381139485762297
7.603327e-07,0.0017220777395093837,1.0,0.003438234571456228
7.6035155e-07,0.0017221080007731914,1.0,0.0034382948860702343
7.6245726e-07,0.0017221382631005518,1.0,0.0034383552028003947
7.638233e-07,0.001722168526491521,1.0,0.0034384155216468206
7.642919e-07,0.001722198790946155,1.0,0.0034384758426096226
7.6559917e-07,0.0017222290564645098,1.0,0.0034385361656889125
7.6801825e-07,0.0017222593230466416,1.0,0.003438596490884802
7.726251e-07,0.0017222895906926065,1.0,0.0034386568181974018
7.7765856e-07,0.0017223198594024604,1.0,0.0034387171476268235
7.795736e-07,0.0017223501291762596,1.0,0.003438777479173179
7.815261e-07,0.0017223804000140602,1.0,0.0034388378128365794
7.943915e-07,0.0017224106719159183,1.0,0.003438898148617137
8.006632e-07,0.0017224409448818897,1.0,0.003438958486514961
8.141425e-07,0.001722471218912031,1.0,0.003439018826530165
8.311419e-07,0.0017225014940063978,1.0,0.00343907916866286
8.311649e-07,0.0017225317701650468,1.0,0.0034391395129131567
8.347356e-07,0.0017225620473880336,1.0,0.0034391998592811675
8.492379e-07,0.0017225923256754144,1.0,0.0034392602077670024
8.5501335e-07,0.0017226226050272456,1.0,0.0034393205583707746
8.6118115e-07,0.0017226528854435831,1.0,0.003439380911092595
8.6224543e-07,0.0017226831669244832,1.0,0.0034394412659325743
8.6358267e-07,0.0017227134494700019,1.0,0.003439501622890826
8.6373996e-07,0.0017227437330801954,1.0,0.003439561981967459
8.7614285e-07,0.00172277401775512,1.0,0.0034396223431625867
8.9196317e-07,0.0017228043034948316,1.0,0.0034396827064763205
9.0346686e-07,0.0017228345902993865,1.0,0.003439743071908772
9.082216e-07,0.0017228648781688408,1.0,0.0034398034394600508
9.1859533e-07,0.0017228951671032506,1.0,0.0034398638091302706
9.251036e-07,0.0017229254571026723,1.0,0.0034399241809195424
9.2819573e-07,0.0017229557481671619,1.0,0.0034399845548279784
9.294261e-07,0.0017229860402967756,1.0,0.0034400449308556887
9.319886e-07,0.0017230163334915696,1.0,0.0034401053090027858
9.332355e-07,0.0017230466277516,1.0,0.0034401656892693814
9.387663e-07,0.001723076923076923,1.0,0.003440226071655586
9.437086e-07,0.0017231072194675951,1.0,0.003440286456161513
9.5050814e-07,0.001723137516923672,1.0,0.0034403468427872726
9.5247543e-07,0.0017231678154452103,1.0,0.003440407231532977
9.556035e-07,0.0017232284156848954,1.0,0.003440528015384667
9.691378e-07,0.0017232587174031545,1.0,0.0034405884104908753
9.704095e-07,0.0017232890201870998,1.0,0.0034406488077174755
9.723419e-07,0.0017233193240367875,1.0,0.0034407092070645787
9.742095e-07,0.0017233496289522738,1.0,0.003440769608532296
9.756478e-07,0.0017233799349336146,1.0,0.00344083001212074
9.794645e-07,0.0017234102419808666,1.0,0.0034408904178300217
9.819448e-07,0.0017234708592733284,1.0,0.0034410112356115475
9.850089e-07,0.0017235011695186507,1.0,0.003441071647684013
9.917645e-07,0.001723531480830109,1.0,0.003441132061877764
9.948461e-07,0.0017235617932077596,1.0,0.0034411924781929133
9.980943e-07,0.0017235921066516586,1.0,0.003441252896629569
1.0008871e-06,0.0017236224211618623,1.0,0.0034413133171878455
1.0023916e-06,0.001723652736738427,1.0,0.003441373739867854
1.0080755e-06,0.0017236830533814088,1.0,0.0034414341646697055
1.0092183e-06,0.0017237133710908644,1.0,0.003441494591593513
1.0186684e-06,0.0017237436898668496,1.0,0.0034415550206393867
1.0195091e-06,0.001723774009709421,1.0,0.0034416154518074407
1.0226446e-06,0.0017238043306186347,1.0,0.003441675885097784
1.0239688e-06,0.001723834652594547,1.0,0.0034417363205105312
1.034716e-06,0.001723955951166309,1.0,0.00344197808338778
1.0497803e-06,0.0017239862784765591,1.0,0.0034420385294142166
1.0569115e-06,0.0017240166068538457,1.0,0.003442098977563727
1.0641064e-06,0.0017240469362982248,1.0,0.0034421594278364223
1.0665162e-06,0.0017240772668097534,1.0,0.003442219880232416
1.070181e-06,0.001724107598388487,1.0,0.0034422803347518172
1.075961e-06,0.0017241379310344827,1.0,0.0034423407913947404
1.0786528e-06,0.0017241682647477965,1.0,0.003442401250161297
1.0789913e-06,0.0017241985995284845,1.0,0.0034424617110515973
1.0870101e-06,0.0017242289353766032,1.0,0.003442522174065755
1.0903793e-06,0.001724259272292209,1.0,0.003442582639203881
1.1001832e-06,0.0017242896102753584,1.0,0.003442643106466087
1.1048243e-06,0.0017243199493261075,1.0,0.0034427035758524856
1.1054556e-06,0.0017243502894445128,1.0,0.003442764047363189
1.1087518e-06,0.0017243806306306306,1.0,0.003442824520998309
1.1123963e-06,0.0017244109728845173,1.0,0.0034428849967579576
1.1152525e-06,0.0017244413162062291,1.0,0.003442945474642245
1.1201547e-06,0.0017244716605958226,1.0,0.003443005954651286
1.125979e-06,0.001724502006053354,1.0,0.00344306643678519
1.1277307e-06,0.0017245323525788797,1.0,0.0034431269210440704
1.1280868e-06,0.0017245627001724563,1.0,0.0034431874074280396
1.1340486e-06,0.0017245930488341398,1.0,0.003443247895937209
1.1446152e-06,0.0017246233985639872,1.0,0.0034433083865716904
1.1504734e-06,0.0017246841012283974,1.0,0.0034434293742170367
1.1516645e-06,0.0017247448081661387,1.0,0.003443550370364977
1.1518556e-06,0.0017247751632376493,1.0,0.003443610871627699
1.152783e-06,0.001724805519377662,1.0,0.0034436713750164057
1.1710652e-06,0.001724835876586233,1.0,0.0034437318805312085
1.1744496e-06,0.0017248662348634187,1.0,0.00344379238817222
